"SimpleArea","ClaimantProgramCode","PlatformPortfolio","ProductOrServiceCode","ProductOrServiceCodeText","ProductServiceOrRnDarea","SubCustomer.engines","Contracting_Agency_ID","ContractingOfficeID","fundingrequestingagencyid","fundingrequestingofficeid","ProjectID","Project.Name","Action_Obligation_OMB23_GDP21"
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Army","2100","AH23","2100","",113,"AH-64 APACHE",614901.543056376
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Army","2100","W31P4Q","2100","W31G3H",15,"CH-47D",58894.8924222008
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Army","2100","W31P4Q","2100","W58H0Z",15,"CH-47D",45407.2200079463
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Army","2100","W58RGZ","2100","",NA,NA,104748.078338314
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Army","2100","W58RGZ","2100","W58H0Z",NA,NA,1354513.19870058
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Army","2100","W58RGZ","2100","W58RGZ",NA,NA,100218.655124976
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Navy","1700","M00146","1700","N68836",NA,NA,0
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Navy","1700","N00383","1700","N00383",16,"C/MH-53E",401751.566299006
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Navy","1700","N00383","1700","N00383",NA,NA,49210.1085281006
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Navy","1700","N00383","1700","N50119",NA,NA,-1085.25162021545
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Air Force","5700","FA8528","5700","F3QCAZ",NA,NA,486071.980978232
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","Air Force","5700","GJ05","5700","",1476,"U-2",209029.170088518
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SP0400","97AS","SP0400",NA,NA,3581.61317239706
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SP0407","","",NA,NA,0
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SP0407","97AS","SP0407",NA,NA,15406.2024189857
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A0","97AS","SPE4A0",NA,NA,28242.5925775862
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A1","97AS","SPE4A1",NA,NA,3481.1399
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A2","97AS","SPE4A2",NA,NA,120383113.016111
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A4","97AS","SPE4A4",NA,NA,333376.553692812
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A5","97AS","SPE4A5",NA,NA,665100.680792287
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A6","97AS","SPE4A6",NA,NA,1376647.15128812
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A7","97AS","SPE4A7",NA,NA,390610.187961649
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPEFA1","97AS","SPEFA1",NA,NA,50396.0078638234
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPEFA5","97AS","SPEFA5",NA,NA,3274.84486138937
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPETA6","97AS","SPETA6",NA,NA,14882.3189064624
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM407","97AS","SPM407",NA,NA,51348.531833838
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A1","97AS","SPM4A1",NA,NA,40186.5884321618
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A5","97AS","SPM4A5",NA,NA,298130.41907649
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A6","97AS","SPM4A1",NA,NA,59783.8118155367
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A6","97AS","SPM4A6",NA,NA,731051.308677354
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A7","","",NA,NA,0
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A7","97AS","SPM4A7",NA,NA,58417.3100945864
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPRPA1","1700","N00383",NA,NA,255185.959414238
"Products","A1A","Aircraft","2810","GAS RECIPROCATING ENG - AIRCRAFT","Engines & Power Plants","DLA and Other DoD","97AS","SPRPA1","97AS","SPRPA1",NA,NA,171744.403222448
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AB07","2100","",99,"CH-47 CHINOOK",458453.6807104
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AB07","2100","",1898,"OH-58 KIOWA (AHIP)",247184.271293233
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","","",NA,NA,0
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","2100","",99,"CH-47 CHINOOK",3510096.28211373
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","2100","",111,"UH-60 BLACKHAWK UTTAS",7139706.88267189
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","2100","",113,"AH-64 APACHE",4658741.58806619
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","2100","",1897,"UH-1 IROQUOIS",4788556.72923679
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","2100","",NA,NA,313546895.946667
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE07","2100","AE07",NA,NA,23351939.1164584
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","AE20","2100","",113,"AH-64 APACHE",-74710.5374813497
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","W56HZV","2100","",NA,NA,1589790.20335279
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","W56HZV","2100","W56HZV",NA,NA,-387834.057981501
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","W58RGZ","2100","W58RGZ",NA,NA,65804.7885025228
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","W911N2","2100","W91FVA",NA,NA,52405.0199806101
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Army","2100","W912NW","2100","W912NW",NA,NA,3027.30242800649
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Navy","1700","F2204","1700","",NA,NA,231938.145369084
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Navy","1700","N00244","1700","V57092",NA,NA,3756.87176073297
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Navy","1700","N00383","1700","N00383",NA,NA,415925.933288053
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Navy","1700","N62558","97AS","SC0700",NA,NA,8063.70274436988
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Air Force","5700","FA8112","5700","FA8112",NA,NA,8405.60893625442
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","Air Force","5700","FA8519","5700","FA8519",NA,NA,98704.1104796627
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","9763","S0302A","2100","W56HZV",NA,NA,-736089.407775801
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","9763","S0512A","1700","N00383",NA,NA,-6393.36229763446
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","9763","S2500A","2100","W56HZV",NA,NA,0
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","9763","S5102A","1700","N00383",NA,NA,0
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","0700","","",NA,NA,0
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","0700","97AS","",NA,NA,402893.415385487
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SP0700","97AS","SP0700",NA,NA,2381439.75025757
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SP0740","97AS","SP0740",NA,NA,9339.14656706836
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A1","97AS","SPE4A1",NA,NA,9122.69664948143
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A5","97AS","SPE4A5",NA,NA,153729.98910696
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE4A6","97AS","SPE4A6",NA,NA,14533.0025387081
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7L1","97AS","SPE7L1",NA,NA,445675.288220919
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7L4","97AS","SPE7L4",NA,NA,1250829.51568438
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7L5","97AS","SPE7L5",NA,NA,140354.032784789
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7LX","97AS","SPE7L1",NA,NA,0
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7LX","97AS","SPE7LX",NA,NA,185526.294995045
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7M1","97AS","SL4701",NA,NA,129233.149922571
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPE7M1","97AS","SPE7M1",NA,NA,51660.7782497787
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPEFA5","97AS","SPEFA5",NA,NA,7104.25
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPM4A7","97AS","SPM4A7",NA,NA,283246.739819636
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPM700","97AS","SPM700",NA,NA,2042650.48304209
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPM750","","",NA,NA,0
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPM750","97AS","SPM750",NA,NA,193351.561704536
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPM7L0","97AS","SPM7L0",NA,NA,29510.1600358758
"Products","A1A","Aircraft","2815","DIESEL ENGINES AND COMPONENTS","Engines & Power Plants","DLA and Other DoD","97AS","SPM7L1","97AS","SPM7L1",NA,NA,951655.370098426
