"ColorOfMoney","fundingrequestingagencyid","fundingrequestingofficeid","FundingMajorCommandCode","Action_Obligation_OMB23_GDP21"
"FMS","1700","M00146","USMC",-614.759999772539
"FMS","1700","N00019","NAVAIR",1578175434.28554
"FMS","1700","N00042",NA,260053.859434672
"FMS","1700","N00104","NAVSUP",12434.3014812628
"FMS","1700","N00140",NA,-12780.1916556176
"FMS","1700","N00164","NAVSEA",69040.469440084
"FMS","1700","N00167","NAVSEA",10980.3331049373
"FMS","1700","N00189","NAVSUP",32742.313677669
"FMS","1700","N00383","NAVSUP",36877968.7616269
"FMS","1700","N00421","NAVAIR",34395908.07003
"FMS","1700","N30763",NA,8754320.07050874
"FMS","1700","N57012","NAVSUP",1253145.33640921
"FMS","1700","N65883",NA,0
"FMS","1700","N65886",NA,88385.8165574692
"FMS","1700","N65916",NA,16349172.542924
"FMS","1700","N65965",NA,1262024.80519485
"FMS","1700","N68335","NAVAIR",31811993.5178423
"FMS","2100","AC0092",NA,-24754.445004332
"FMS","2100","AC0095",NA,-917940.250467983
"FMS","2100","W15GK8",NA,190198.734634805
"FMS","2100","W15P7V",NA,204400.550165922
"FMS","2100","W25P02",NA,214068.671990736
"FMS","2100","W31G3H",NA,539833.574395049
"FMS","2100","W31P4Q","AMC",-1094148.49642546
"FMS","2100","W56DRX",NA,49082.5943316565
"FMS","2100","W56HZV","AMC",7121816.61580793
"FMS","2100","W56RTN",NA,57402.1490660698
"FMS","2100","W58H0Z",NA,738253514.533038
"FMS","2100","W58RG0",NA,0
"FMS","2100","W58RGZ","AMC",-165962.236485845
"FMS","2100","W5J9D5",NA,1166548.24706838
"FMS","2100","W71B7J",NA,1333695.8766606
"FMS","2100","W8062F",NA,20190880.8347463
"FMS","2100","W80Q8H",NA,2796567.06713501
"FMS","2100","W80YU7",NA,69943593.4548929
"FMS","2100","W81YTA",NA,145786113.427962
"FMS","2100","W81YUF",NA,379555557.563698
"FMS","2100","W91KCB",NA,119011.274821269
"FMS","5700","EY9903",NA,-11531.8762606547
"FMS","5700","F2D0BR",NA,28505.1279323452
"FMS","5700","F2DCBF",NA,11359315.9367852
"FMS","5700","F2DCCW",NA,74118080.1385652
"FMS","5700","F3QCBS",NA,840947.963434721
"FMS","5700","F3QCCC",NA,34984124.2701665
"FMS","5700","F3QCCQ",NA,149636508.86566
"FMS","5700","F3QCCS",NA,111721.255129218
"FMS","5700","F3QCDA",NA,4004.85268470965
"FMS","5700","F3QCDK",NA,481266.484302955
"FMS","5700","F3QCGR",NA,2369308.09530253
"FMS","5700","F3QL09",NA,2158535.65079168
"FMS","5700","F3YCAB",NA,8516128.07468474
"FMS","5700","F3YCAH",NA,1325870.32124856
"FMS","5700","F3YCAP",NA,0
"FMS","5700","F3YCAX",NA,0
"FMS","5700","F3YCBJ",NA,1458517.20786094
"FMS","5700","F3YCBL",NA,807162866.606384
"FMS","5700","F3YCBP",NA,3582837.34443747
"FMS","5700","F3YCBS",NA,-11768.6096596456
"FMS","5700","F3YCBY",NA,3682241.02779428
"FMS","5700","F3YTBK",NA,205226612.751759
"FMS","5700","F4FDAC",NA,7549592.61559191
"FMS","5700","F4FDAF",NA,11779544.9756416
"FMS","5700","F4FDAG",NA,29029128.8419605
"FMS","5700","F4FDAM",NA,131013915.191035
"FMS","5700","F4FDAS",NA,210284154.885177
"FMS","5700","F4FDCJ",NA,194513166.551973
"FMS","5700","F4FTBS",NA,4788838.33773102
"FMS","5700","FA8100","AFMC",-16450.3326521338
"FMS","5700","FA8104",NA,-5266116.90938318
"FMS","5700","FA8108","AFMC",71842.5848033504
"FMS","5700","FA8117","AFMC",0
"FMS","5700","FA8121","AFMC",-43139990.1465657
"FMS","5700","FA8122","AFMC",-2189330.59211897
"FMS","5700","FA8124","AFMC",-5280983.82104127
"FMS","5700","FA8133",NA,-203215.32505381
"FMS","5700","FA8203","AFMC",0
"FMS","5700","FA8213","AFMC",673286.508676839
"FMS","5700","FA8251","AFMC",0
"FMS","5700","FA8504","AFMC",-86778.8179958583
"FMS","5700","FA8505","AFMC",673059.685987281
"FMS","5700","FA8552","AFMC",0
"FMS","5700","FA8553","AFMC",-30.7590218936805
"FMS","5700","FA8604","AFMC",3738447.62886033
"FMS","5700","FA8614","AFMC",23057900.6413212
"FMS","5700","FA8620","AFMC",120267366.808757
"FMS","5700","FA8622","AFMC",38902.5620017474
"FMS","5700","FA8625","AFMC",4729609.14507934
"FMS","5700","FA8626","AFMC",1808294959.16423
"FMS","5700","FA8630","AFMC",5914660.28780695
"FMS","5700","FA8638","AFMC",-45031.593698461
"FMS","5700","FD2020",NA,11254265.7019271
"FMS","5700","FD2030",NA,246996176.83537
"FMS","97AS","SPE4A7","DLA AVIATION",0
"FMS","97AS","SPRHA1","DLA AVIATION",0
"FMS","97AS","SPRHA4","DLA AVIATION",0
"FMS","97AS","SPRHA5","DLA AVIATION",0
"FMS","97AS","SPRPA1","DLA AVIATION",-142083.810765494
"FMS","97AS","SPRTA1","DLA AVIATION",-1505740.47185269
"MILCON","2100","W912DQ","USACE",50391.3566689618
"MILCON","2100","W912J6","NGB",10428.2026439151
"MILCON","5700","FD2030",NA,932753.748225847
"MILPERS","2100","W90YQU",NA,0
"MILPERS","5700","F2H2A4",NA,0
"O&M","1700","M00146","USMC",-8681.79260574227
"O&M","1700","M00263","USMC",69901.563303478
"O&M","1700","M02209",NA,17116.1547878757
"O&M","1700","M11251",NA,5777.00000101098
"O&M","1700","M18521",NA,5442.95008894182
"O&M","1700","M20128",NA,20.6662815050886
"O&M","1700","M27121",NA,348004.619701854
"O&M","1700","M27128",NA,21387.0016302171
"O&M","1700","M30146",NA,34650.2723613366
"O&M","1700","M32000",NA,277464.577758479
"O&M","1700","M32001",NA,11785.0061602253
"O&M","1700","M33611",NA,85961.7600150433
"O&M","1700","M35001",NA,761927.114026087
"O&M","1700","M35002",NA,16254.1198869644
"O&M","1700","M35100",NA,11230.4828751418
"O&M","1700","M35500",NA,49080.9524652484
"O&M","1700","M38450",NA,179208.681023596
"O&M","1700","M50169",NA,54195.8899799475
"O&M","1700","M62613","USMC",13888.15558601
"O&M","1700","M67100",NA,326999.99987901
"O&M","1700","M67399","USMC",-8855.012963551
"O&M","1700","M67443",NA,0
"O&M","1700","M67854","USMC",-3956.08960069232
"O&M","1700","M93008",NA,32250.9224347313
"O&M","1700","M93012",NA,25774.6342384341
"O&M","1700","M93040",NA,52030.1037614691
"O&M","1700","M93055",NA,76750.7096394046
"O&M","1700","M95450",NA,50459.0450512023
"O&M","1700","M99116",NA,21103.130251235
"O&M","1700","N00019","NAVAIR",1922953423.05791
"O&M","1700","N00023","NAVSUP",305350.69238143
"O&M","1700","N00023",NA,-319731.395424629
"O&M","1700","N00024","NAVSEA",69103653.6326327
"O&M","1700","N00030","SSP",87602.6279720816
"O&M","1700","N00038","NAVSUP",-1766.84677266602
"O&M","1700","N00060",NA,3529.63134507769
"O&M","1700","N00061",NA,98604.3074730714
"O&M","1700","N00070","NAVSUP",770331.595734745
"O&M","1700","N00071",NA,2643.54278546233
"O&M","1700","N00072","NAVSUP",24625019.38026
"O&M","1700","N00104","NAVSUP",833953.816338876
"O&M","1700","N00129",NA,117850.800020624
"O&M","1700","N00161",NA,140163.861900109
"O&M","1700","N00174","NAVSEA",286758.145299669
"O&M","1700","N00189","NAVSUP",12108.592002119
"O&M","1700","N00206",NA,28413.760966351
"O&M","1700","N00242","NAVSUP",685270.440047307
"O&M","1700","N00244","NAVSUP",67903.9912419768
"O&M","1700","N00246",NA,-10738.2876018792
"O&M","1700","N00383","NAVSUP",13565431.2392681
"O&M","1700","N00406","NAVSUP",2463.39999908854
"O&M","1700","N00421","NAVAIR",91324191.8591039
"O&M","1700","N09520","NAVSUP",568756.226713198
"O&M","1700","N3029A",NA,112841.137798037
"O&M","1700","N3146B",NA,188875.47083764
"O&M","1700","N3203A",NA,4477.95088187329
"O&M","1700","N32253","NAVSEA",78262.8990620004
"O&M","1700","N32416","NAVSUP",51059.1788873865
"O&M","1700","N32446",NA,9410.34727403571
"O&M","1700","N32778",NA,4424.06966015146
"O&M","1700","N3475B",NA,4317.63594522628
"O&M","1700","N35640",NA,671518.980201553
"O&M","1700","N3654A","NAVSUP",-26289.2273861765
"O&M","1700","N3761A","NAVSUP",488081.343256128
"O&M","1700","N39040","NAVSEA",587201.509859572
"O&M","1700","N39040",NA,394074.424343049
"O&M","1700","N4002A",NA,84518.9056264784
"O&M","1700","N40085","NAVFAC",401572.943627986
"O&M","1700","N40447",NA,21983.4144063071
"O&M","1700","N41820",NA,37550.6225835324
"O&M","1700","N42158","NAVSEA",2820549.71337794
"O&M","1700","N42158",NA,4550273.69074422
"O&M","1700","N43884",NA,5462.21335293851
"O&M","1700","N44321",NA,376180.678061501
"O&M","1700","N44466","NAVSUP",472719.262963653
"O&M","1700","N44487",NA,6833.35595051808
"O&M","1700","N4523A","NAVSEA",1576577.81423145
"O&M","1700","N45598",NA,138221.264559962
"O&M","1700","N45854","NAVSUP",35557.6492555917
"O&M","1700","N50054","NAVSEA",32527.3327815054
"O&M","1700","N53831",NA,0
"O&M","1700","N53910",NA,11891.8189243168
"O&M","1700","N55236","NAVSEA",39873.0200676784
"O&M","1700","N57012","NAVSUP",347148111.989434
"O&M","1700","N57025","NAVSUP",520567008.560174
"O&M","1700","N61028","NAVSUP",0
"O&M","1700","N61035","NAVSUP",-11704.1268129947
"O&M","1700","N61035",NA,4884.57735400877
"O&M","1700","N61054","NAVSUP",195409.848531264
"O&M","1700","N61076",NA,12275.4085386082
"O&M","1700","N61331","NAVSEA",0
"O&M","1700","N61340","NAVAIR",12511082.2517571
"O&M","1700","N61449",NA,21791.2799919372
"O&M","1700","N62271","NAVSUP",360160.39314938
"O&M","1700","N62285","NAVSUP",115540.00002022
"O&M","1700","N62478","NAVFAC",-5486.59823397842
"O&M","1700","N62583","NAVFAC",22527.2963514918
"O&M","1700","N62640","NAVSUP",21364.0501044987
"O&M","1700","N62688",NA,15989.138528554
"O&M","1700","N62758","NAVSUP",147765.746313237
"O&M","1700","N62758",NA,1885921.63692892
"O&M","1700","N62793","NAVSEA",94502.4980664646
"O&M","1700","N62853","NAVSUP",11488.1938352665
"O&M","1700","N62853",NA,-11416.5579414096
"O&M","1700","N62855",NA,29455.5570758993
"O&M","1700","N62863",NA,13985.2475708448
"O&M","1700","N63005",NA,15782.0979469068
"O&M","1700","N63038",NA,71842.2664044699
"O&M","1700","N63110","NAVSUP",379991940.790089
"O&M","1700","N63190",NA,116548.881742399
"O&M","1700","N63402",NA,142845.7695679
"O&M","1700","N64100","NAVSUP",64023.1789612688
"O&M","1700","N64101",NA,11139.4388476275
"O&M","1700","N64142",NA,83.651896858737
"O&M","1700","N64498","NAVSEA",2393490.79748798
"O&M","1700","N64706",NA,32464.2500894917
"O&M","1700","N65540","NAVSEA",618026.07101027
"O&M","1700","N65886",NA,3520421.78304946
"O&M","1700","N65888",NA,-2242619.17195525
"O&M","1700","N65916",NA,-332.521105089601
"O&M","1700","N65923",NA,47115.9139377606
"O&M","1700","N65971","NAVSUP",30829.4082234616
"O&M","1700","N66021","NAVSUP",1186271.45062999
"O&M","1700","N66021",NA,8550938.47719708
"O&M","1700","N66596",NA,15005.2558764481
"O&M","1700","N66979",NA,231529.400735955
"O&M","1700","N67025",NA,5510177.214692
"O&M","1700","N67026",NA,1499965.70656425
"O&M","1700","N68316",NA,5866.37999782944
"O&M","1700","N68335","NAVAIR",155046578.187809
"O&M","1700","N68436",NA,157904.588319821
"O&M","1700","N68438",NA,15023.5410870404
"O&M","1700","N68539",NA,304.172549837507
"O&M","1700","N68566",NA,970422.581476658
"O&M","1700","N68732",NA,42708.0369778191
"O&M","1700","N68778",NA,47599364.7795162
"O&M","1700","N68836","NAVSUP",588.948924222008
"O&M","1700","N68893",NA,20312.2786235546
"O&M","1700","N68967","NAVSUP",102045.2292501
"O&M","1700","N68967",NA,-23173.5311021013
"O&M","1700","N69189",NA,4842.8124553497
"O&M","1700","N69218",NA,738397.597417692
"O&M","1700","N69450","NAVFAC",6219.35632954839
"O&M","1700","N70272","NAVSUP",116027.068414988
"O&M","1700","R09116",NA,969.380600169642
"O&M","1700","R23171",NA,7162.04472335643
"O&M","1700","R31379",NA,7998.86847363405
"O&M","1700","R32117",NA,3718.62350753776
"O&M","1700","R45411",NA,4283.18240646468
"O&M","1700","R55104",NA,13339.2536324021
"O&M","1700","R55321",NA,11866.4601760644
"O&M","1700","R55602",NA,3295653.7306243
"O&M","1700","R57025",NA,-1475463.23945408
"O&M","1700","R57063",NA,12765.1255219339
"O&M","1700","R57092",NA,2152.91925551796
"O&M","1700","R67025",NA,42418643.062305
"O&M","1700","V09131",NA,1039.86000018198
"O&M","1700","V21560",NA,9416.51000164789
"O&M","1700","V21955",NA,8061.72157398617
"O&M","1700","V52841",NA,19140.8400372153
"O&M","1700","V53210",NA,5230.64588737536
"O&M","1700","V55201",NA,26810.9476630799
"O&M","1700","V55643",NA,12683.3109546796
"O&M","2100","AC0095",NA,761627378.378897
"O&M","2100","AC0514",NA,11153394.5868643
"O&M","2100","AC0924",NA,271519.000047516
"O&M","2100","AC1797",NA,0
"O&M","2100","AC3617",NA,91003526.9029847
"O&M","2100","CH0U2B",NA,-15781559.5441608
"O&M","2100","W11M91",NA,130416.3696895
"O&M","2100","W11M93",NA,115468.324539368
"O&M","2100","W13GPY",NA,261597.196617033
"O&M","2100","W13GQF",NA,65123.8508820242
"O&M","2100","W15GK8",NA,26620.2642976997
"O&M","2100","W15MCL",NA,47626.0483196946
"O&M","2100","W15P7V",NA,71181.2948481121
"O&M","2100","W16BEC",NA,160922.174736449
"O&M","2100","W16W73",NA,0
"O&M","2100","W16XU7",NA,428037.941797723
"O&M","2100","W22PLN",NA,6952888.60368153
"O&M","2100","W23QEP",NA,85134.5367481694
"O&M","2100","W25G1Q",NA,9716479.35181469
"O&M","2100","W25G1V","AMC",18139626.8660378
"O&M","2100","W26RX3",NA,-1846316.15853311
"O&M","2100","W31G3H",NA,8197113.53444471
"O&M","2100","W33V30",NA,9480.54831065686
"O&M","2100","W33VTD",NA,7926.26177906728
"O&M","2100","W34GM2",NA,-7019267.78916946
"O&M","2100","W36B5Y",NA,17818991.2453754
"O&M","2100","W36N4V",NA,-533820.89937336
"O&M","2100","W36RJP",NA,118946.349376496
"O&M","2100","W42NU2",NA,2824012.00218857
"O&M","2100","W44DRC",NA,1061133.12920222
"O&M","2100","W45C3C",NA,1579484.81961414
"O&M","2100","W45NQ9",NA,14172.5930964963
"O&M","2100","W52BKS",NA,4693.9229260494
"O&M","2100","W52P1J","AMC",2230923.1210862
"O&M","2100","W56DTW",NA,20454.1906331666
"O&M","2100","W56DTY",NA,1961.99999927406
"O&M","2100","W56G7K",NA,18768.3182470557
"O&M","2100","W56JCT",NA,74698.4489816876
"O&M","2100","W56JJW",NA,0
"O&M","2100","W56KJD","C-JTSCC",26599.093139502
"O&M","2100","W56LJM",NA,2346267.45507994
"O&M","2100","W56PPG",NA,42494.8281043641
"O&M","2100","W56Q4X",NA,42879.3044912717
"O&M","2100","W56UVU",NA,3663866.54252337
"O&M","2100","W56UVV",NA,277955.331632716
"O&M","2100","W5810X",NA,-136180.530326111
"O&M","2100","W582RS",NA,0
"O&M","2100","W582TM",NA,11052.9697462899
"O&M","2100","W583FN",NA,14214.1303142366
"O&M","2100","W585VZ",NA,7249.42660631771
"O&M","2100","W58CEU",NA,18535.4819301419
"O&M","2100","W58H0Z",NA,26086499.3011762
"O&M","2100","W58MYQ",NA,10940884.0968317
"O&M","2100","W58RGZ","AMC",2351724.86964474
"O&M","2100","W5J9W1",NA,1995.85550826153
